model_id,family,target_mode,fold_mape_mean,fold_mape_std,mape,r2,rmse,mae
HGB_LOG_WEIGHTED,Gradient Boosted Trees,log,0.1160637825078356,0.0026277457810803154,0.11606378250783557,0.9361675395517116,0.12501868652901219,0.04382679343316841
MLP_LOG,Neural Network,log,0.14744587197860182,0.00659677446379195,0.1474458719786018,0.917276187173975,0.14232113909427313,0.05263143434556571
RIDGE_LOG,Regularised Linear,log,0.2011366516316412,0.0032519891807219975,0.2011366516316412,0.8404009029638971,0.19768301417584327,0.07507784768793611
ELASTICNET_LOG,Regularised Linear,log,0.20216633987739407,0.0034914931911806057,0.2021663398773941,0.8416700956156018,0.19689542002395952,0.07534606175825524
LINEAR_SVR_LOG,Support Vector Regression,log,0.22300362932878018,0.02665718993691052,0.22300362932878018,-0.8299250482615126,0.6693770070107791,0.08311607097662177
DUMMY_MEDIAN,Baseline,raw,0.9904357943417338,0.004408910983885825,0.990435794341734,-0.09690967978276044,0.5182503139875483,0.253243065670971
