final_model_name,selected_model_setting,selected_oof_mape,selected_oof_r2,selected_oof_rmse,selected_oof_mae,fold_mape_mean,fold_mape_std,low_pressure_mape,top_1_percent_mape,top_2_percent_mape,prediction_csv_path,final_prediction_csv_created
HistGradientBoosting and MLP ensemble with cross-validated Huber residual calibration,"epsilon 1.20, alpha 0.0001, shrinkage 0.45, cap 0.005",0.08919003550433355,0.974766245427348,0.0786040777886218,0.031075416245258523,0.08919003550433355,0.0006218939238968936,0.12976112026965173,0.10592859698088523,0.09777300638753865,artifacts/runs/latest/prediction.csv,True
